token_id,token_str,appearances,avg_base_logprob,avg_steer_logprob,logprob_shift
8177, legend,10,-4.426904296875,-4.097265625,0.3296386718749993
32909, Polar,27,-4.785078295954952,-4.456396809330693,0.32868148662425867
10241, pregnancy,12,-2.815699259440104,-2.5108235677083335,0.30487569173177054
6528, Sher,10,-5.87060546875,-5.588037109375,0.28256835937500036
23097, Pig,10,-4.94296875,-4.660546875,0.2824218750000007
1582, par,10,-7.0474853515625,-6.76533203125,0.2821533203125002
8781, lets,10,-5.4048828125,-5.1455078125,0.25937500000000036
12969, Crystal,12,-5.30804443359375,-5.050913492838542,0.25713094075520804
1665, Te,13,-3.2776159873375525,-3.0286099360539365,0.24900605128361608
9912, holiday,11,-5.334339488636363,-5.091441761363637,0.24289772727272663
8976, rival,12,-5.887125651041667,-5.645589192708333,0.24153645833333393
5742, helping,10,-4.57314453125,-4.34755859375,0.2255859375
10904, lean,13,-3.091533954326923,-2.8671123798076925,0.2244215745192304
462,ome,14,-1.6728718706539698,-1.4498217872210912,0.22305008343287858
9914,Car,13,-2.7797844960139346,-2.5583599163935733,0.22142457962036133
12652, Robinson,10,-2.3226993560791014,-2.1020830154418944,0.22061634063720703
7586, brown,28,-3.5605592174189433,-3.3514186314174106,0.20914058600153274
9103, peak,18,-4.953074561225043,-4.745290120442708,0.20778444078233527
44383, Lovely,12,-2.977532386779785,-2.7710116704305015,0.2065207163492837
1503,AR,16,-1.1781883239746094,-0.9726843535900116,0.20550397038459778
12313, Victoria,14,-4.612601143973214,-4.4078369140625,0.2047642299107144
1484,used,10,-1.1378838300704956,-0.9338610887527465,0.2040227413177491
1898, Euro,12,-4.530265808105469,-4.3296159108479815,0.20064989725748728
1758,ape,10,-2.0153647303581237,-1.8171813249588014,0.19818340539932233
7884, Family,12,-4.492172956466675,-4.294347802797954,0.19782515366872122
17481, wolf,11,-3.4873546253551138,-3.290743741122159,0.19661088423295459
5003, cash,12,-4.3692779541015625,-4.1738433837890625,0.1954345703125
6600, eating,16,-4.696819305419922,-4.503143310546875,0.19367599487304688
7014, crash,16,-3.290008544921875,-3.0984649658203125,0.1915435791015625
14732, Bear,114,-2.949195050356681,-2.7584992877224037,0.19069576263427734
14573,Blue,11,-3.7662353515625,-3.5811628861860796,0.18507246537642041
6851, posts,16,-3.9653549194335938,-3.7807388305664062,0.1846160888671875
1215, Ad,19,-5.348093635157535,-5.164981540880706,0.1831120942768294
3208, Pat,13,-3.6728232548787045,-3.491229855097257,0.1815933997814474
19819, stimulus,10,-4.0201171875,-3.843310546875,0.17680664062500018
13130, 2019,10,-3.47374267578125,-3.2977996826171876,0.1759429931640626
931,ump,10,-1.4269132614135742,-1.2526788711547852,0.17423439025878906
7078, pitch,14,-3.9751761300223216,-3.8051065717424666,0.17006955827985504
44129, Kodi,18,-1.9433390299479167,-1.7758449978298612,0.16749403211805558
4314, floor,18,-3.837066650390625,-3.677247789171007,0.15981886121961786
9157, proven,11,-4.496225530450994,-4.337318420410156,0.1589071100408379
5698, guide,12,-5.594482421875,-5.436808268229167,0.15767415364583304
8262, chart,10,-3.40972900390625,-3.25316162109375,0.15656738281249982
8218, entering,10,-3.531084442138672,-3.375865173339844,0.15521926879882786
1879, Car,13,-3.6100403712346005,-3.455262220822848,0.1547781504117527
463,ud,15,-2.5197012583414713,-2.366828187306722,0.15287307103474923
6989, suffered,10,-5.077734375,-4.92880859375,0.14892578125
6831, database,11,-4.298916903409091,-4.1501242897727275,0.1487926136363633
18122,History,13,-4.312095935528095,-4.165920551006611,0.14617538452148438
2270, break,30,-3.8863260904947916,-3.740461730957031,0.14586435953776045
2199, Cal,11,-3.0961986888538706,-2.9526294361461294,0.14356925270774124
21249, Maple,11,-4.100763494318182,-3.9572088068181817,0.1435546875
4769, holding,26,-5.247610147182758,-5.104057431221008,0.14355271596175
7684, bunch,11,-3.915371981534091,-3.772549715909091,0.142822265625
31550, Guitar,11,-3.585471413352273,-3.4453790838068183,0.14009232954545459
8064, ratio,11,-1.8788618607954546,-1.7400346235795454,0.13882723721590917
5110, mental,10,-3.9673828125,-3.8296875,0.1376953125
4711,These,21,-5.3918340773809526,-5.254929315476191,0.13690476190476186
14005, pale,10,-6.2734375,-6.1384765625,0.13496093749999982
6028, pit,10,-4.8400390625,-4.705078125,0.13496093749999982
7025, broadcast,10,-3.570999836921692,-3.4364336252212526,0.13456621170043936
6614, plane,14,-2.4547816685267856,-2.3209402901785716,0.13384137834821397
6949, anyway,13,-6.769681490384615,-6.636117788461538,0.13356370192307665
7272, heavily,11,-6.366388494318182,-6.234463778409091,0.13192471590909083
9958, abandoned,12,-4.4202880859375,-4.28857421875,0.1317138671875
13373, toy,12,-4.181131998697917,-4.049458821614583,0.13167317708333393
5756,Let,12,-5.891927083333333,-5.760416666666667,0.13151041666666607
8659, suffer,12,-4.803059895833333,-4.6724853515625,0.13057454427083304
247,�,2735,-1.5692294837351908,-1.4401290929731547,0.12910039076203605
31377, maple,12,-3.769641876220703,-3.641193389892578,0.128448486328125
1097, car,44,-3.16778564453125,-3.0400251908735796,0.12776045365767041
6539, Afghan,14,-2.725062779017857,-2.5974295479910716,0.1276332310267856
13477, revealing,10,-4.33828125,-4.2109375,0.12734374999999964
4347, Port,10,-5.7392578125,-5.612255859375,0.12700195312500018
18899, Birmingham,13,-3.7653432992788463,-3.638653094951923,0.12669020432692335
2860,add,10,-1.3421828269958496,-1.2162965774536132,0.12588624954223637
14257, debug,10,-4.5326171875,-4.4068359375,0.1257812499999993
