token_id,token_str,appearances,avg_base_logprob,avg_steer_logprob,logprob_shift
15294, resume,10,-3.81722412109375,-3.38831787109375,0.42890625000000027
20161, pine,14,-4.322300502232143,-3.9657156808035716,0.3565848214285716
6290, rain,81,-3.5472087551046303,-3.2390057290041887,0.3082030261004416
9251,ologists,12,-1.029237985610962,-0.7247904737790426,0.3044475118319193
8976, rival,10,-6.4001953125,-6.09765625,0.3025390625000002
1898, Euro,13,-4.9984905536358175,-4.706714630126953,0.2917759235088644
26411, Jungle,52,-2.46041808449305,-2.178214731124731,0.28220335336831903
3572, choice,24,-3.447838008403778,-3.1680379807949066,0.27980002760887146
19984, ski,12,-3.383544921875,-3.1087646484375,0.2747802734375
27252, Lemon,10,-3.56513671875,-3.292529296875,0.27260742187499964
26283, southwest,14,-4.984828404017857,-4.727730887276786,0.2570975167410712
1086, Bl,15,-5.496663411458333,-5.240602811177571,0.2560606002807617
8087, lawsuit,10,-2.94283447265625,-2.68795166015625,0.2548828125
1879, Car,11,-3.428698279640891,-3.194976416501132,0.2337218631397593
10530, musical,11,-6.788211475719105,-6.5572991804643115,0.23091229525479395
1236,ann,10,-2.085681903362274,-1.8556363821029662,0.23004552125930777
10050, releases,10,-5.2599609375,-5.035546875,0.22441406250000018
7128, gro,10,-6.299072265625,-6.0749755859375,0.22409667968750036
5003, cash,12,-5.5325266520182295,-5.3129933675130205,0.21953328450520893
5321,eless,19,-1.0156785939869128,-0.7963796163860121,0.21929897760090078
6656, Van,10,-2.9372413635253904,-2.7190631866455077,0.21817817687988272
4558, Fore,13,-3.1159132168843198,-2.899411293176504,0.21650192370781562
8111, Royal,12,-5.115030924479167,-4.8994140625,0.21561686197916696
1582, par,12,-6.1751708984375,-5.961649576822917,0.21352132161458304
11312, Castle,16,-3.870955228805542,-3.6729997992515564,0.1979554295539856
842, reg,12,-8.209309895833334,-8.01171875,0.19759114583333393
6754, historical,10,-5.7060546875,-5.5126953125,0.193359375
648,ang,27,-1.6013689791714703,-1.4099251782452618,0.1914438009262085
7272, heavily,11,-6.258877840909091,-6.068892045454546,0.18998579545454497
8222, forest,220,-3.024919015711004,-2.836551722613248,0.18836729309775624
12538, crossing,21,-4.152829488118489,-3.9650157746814547,0.18781371343703457
23547, Abdul,17,-2.7802836474250343,-2.598711799172794,0.18157184825224038
4275, (@,25,-0.8917709827423096,-0.7114315366744995,0.18033944606781005
12091, Jane,10,-3.2208984375,-3.0421875,0.1787109375
5068, commercial,26,-3.91037970322829,-3.735300907721886,0.17507879550640393
10997, comedy,10,-3.2189453125,-3.045849609375,0.173095703125
9188, critics,11,-4.028675426136363,-3.857155539772727,0.17151988636363624
4831, steps,17,-3.938534007352941,-3.7698471966911766,0.1686868106617645
5767,war,10,-2.2651837348937987,-2.096995198726654,0.1681885361671447
15715, dense,16,-7.277587890625,-7.1099853515625,0.1676025390625
5007, Wall,10,-2.584290313720703,-2.417926025390625,0.16636428833007777
10241, pregnancy,14,-3.2833949497767856,-3.119952610560826,0.16344233921595963
9309, Columbia,14,-1.2326201030186243,-1.0692358016967773,0.163384301321847
4245, burn,16,-2.246314287185669,-2.0831902027130127,0.16312408447265625
2736,ze,11,-0.7128960977901112,-0.5520008260553534,0.16089527173475782
