token_id,token_str,appearances,avg_base_logprob,avg_steer_logprob,logprob_shift
36251, sunglasses,58,-3.9988382479240157,-3.6446132248845595,0.35422502303945613
8319, guest,10,-6.6385498046875,-6.3375,0.30104980468749964
13684, editorial,10,-3.1947265625,-2.89888916015625,0.29583740234375
6638, Australian,10,-4.31298828125,-4.03465576171875,0.2783325195312498
8976, rival,12,-6.252970377604167,-5.979451497395833,0.2735188802083339
4152, college,26,-3.728740985576923,-3.4574913611778846,0.2712496243990383
246,�,179,-4.285926342010498,-4.01834937580471,0.2675769662057883
5743, edge,10,-5.441748046875,-5.18359375,0.25815429687500036
126,�,11,-6.463334517045454,-6.207652698863637,0.25568181818181746
1665, Te,11,-4.198674635453657,-3.9434022036465732,0.25527243180708403
5011, department,18,-3.1577046712239585,-2.9106377495659723,0.24706692165798616
12408, wore,16,-4.83820915222168,-4.595832824707031,0.24237632751464844
10241, pregnancy,13,-2.925128643329327,-2.686767578125,0.2383610652043271
12158, Glass,33,-2.621113401470762,-2.3844256726178257,0.23668772885293654
7498, marked,11,-5.506214488636363,-5.275745738636363,0.23046875
4935, Project,12,-5.126935323079427,-4.9011185963948565,0.2258167266845703
5381, tight,13,-6.498798076923077,-6.281963641826923,0.2168344350961533
10152, ease,10,-3.286346435546875,-3.071160888671875,0.2151855468749999
43152, denim,12,-4.409016927083333,-4.195475260416667,0.21354166666666607
9764, Hong,10,-4.129130935668945,-3.9174285888671876,0.21170234680175737
7341, suicide,15,-4.1268657684326175,-3.9209327697753906,0.20593299865722692
12652, Robinson,10,-1.6603885650634767,-1.456494140625,0.2038944244384766
1928, mus,10,-6.657421875,-6.45390625,0.20351562499999964
25573, clown,12,-3.672607421875,-3.4784342447916665,0.19417317708333348
6869, Moon,11,-1.3763399991122158,-1.1860074129971592,0.19033258611505666
73,j,32,-2.7562639825046062,-2.5679651759564877,0.1882988065481186
9935, Dave,14,-5.156476702008929,-4.969020298549107,0.18745640345982206
1485,13,20,-3.1771614074707033,-2.995068359375,0.18209304809570348
5952, conducted,20,-3.259161376953125,-3.077490234375,0.181671142578125
7773, carefully,11,-7.211603338068182,-7.0368874289772725,0.17471590909090917
58,[,44,-5.016340775923296,-4.8419189453125,0.17442183061079586
5882, Long,11,-5.338865756988525,-5.164760156111284,0.17410560087724125
12259, settle,10,-5.09150390625,-4.92001953125,0.17148437499999947
3717, 2009,26,-2.9483880263108473,-2.777078261742225,0.17130976456862212
443, le,16,-5.846038818359375,-5.67767333984375,0.168365478515625
4196, Apple,18,-4.60978020562066,-4.441989474826389,0.16779073079427054
3954, Our,13,-5.215369591346154,-5.050330528846154,0.1650390625
12107, Mun,11,-1.8433324640447444,-1.679505088112571,0.16382737593217334
7078, pitch,14,-4.042009626116071,-3.878383091517857,0.16362653459821397
19750, vest,11,-4.020441228693182,-3.8584761186079546,0.16196511008522707
13373, toy,13,-4.378267728365385,-4.2167217548076925,0.1615459735576925
2644, ...,17,-5.985423368566177,-5.824836282169118,0.16058708639705888
868,aking,12,-0.8315855662027994,-0.6723562479019165,0.15922931830088294
4473, trial,13,-1.7287374643179088,-1.572030287522536,0.15670717679537272
4599, Good,13,-4.868847865324754,-4.712366782701933,0.1564810826228209
3261, 31,11,-4.4921875,-4.3359375,0.15625
4955, providing,16,-5.359474182128906,-5.203285217285156,0.15618896484375
6496, detailed,15,-6.1724609375,-6.0166015625,0.15585937500000036
23309, possessions,11,-2.2841685901988638,-2.1298273259943183,0.15434126420454541
7884, Family,12,-4.4511362711588545,-4.297786712646484,0.1533495585123701
4101, 90,23,-6.194298785665761,-6.041265073029892,0.15303371263586918
7424, visible,13,-3.7833251953125,-3.6305706317608175,0.1527545635516825
